chrom	start	end	exon_chr	exon_start	exon_end	exon_gene	overlap_type	n_tissues	mean_pext	sd_pext	min_pext	max_pext	median_pext	iqr_pext	n_flagged	flagged_tissues	top3_tissues_by_z	top3_z	pext_tissue	tissue_z	tissue_flagged	tissues_matched
chr11	74668776	74668853	chr11	74668776	74669117	POLD3	perfect	50	0.1063946	0.038859098963894084	0.05204	0.22754	0.102635	0.04634500000000001	1	Muscle_Skeletal	Muscle_Skeletal,Brain_Putamen_basalganglia,Brain_Amygdala	3.118,1.84,1.826	0.22754	3.1175555591899387	TRUE	Muscle_Skeletal
chr11	85960687	85960777	chr11	85960674	85960777	PICALM	perfect	50	0.0410688	0.042347718086126446	0.00869	0.17597	0.01725	0.05463	1	Muscle_Skeletal	Muscle_Skeletal,Brain_CerebellarHemisphere,Heart_LeftVentricle	3.186,2.128,1.898	0.17597	3.185560074940497	TRUE	Muscle_Skeletal
chr11	113236300	113236315	chr11	113236300	113236315	NCAM1	perfect	50	0.0180194	0.055712747539572664	0	0.32081	0	0.010945	1	Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle,Heart_AtrialAppendage	5.435,2.9,2.712	0.32081	5.4348531237833555	TRUE	Muscle_Skeletal
chr11	113240785	113240833	chr11	113240506	113240833	NCAM1	perfect	50	0.014434599999999999	0.053718997369721626	0	0.30282	0	0.0043525000000000005	2	Heart_LeftVentricle,Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle,Heart_AtrialAppendage	5.368,3.05,2.837	0.30282	5.3684062272269175	TRUE	Muscle_Skeletal
chr11	113242804	113242846	chr11	113242804	113242846	NCAM1	perfect	50	0.012722999999999998	0.04926098933647358	0	0.30282	0	0.0043525000000000005	1	Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle,Heart_AtrialAppendage	5.889,2.721,2.082	0.30282	5.888980386051804	TRUE	Muscle_Skeletal
chr12	4428397	4428403	chr12	4428154	4428403	FGF6	perfect	50	0.006039799999999998	0.042707835370105085	0	0.30199	0	0	1	Muscle_Skeletal	Muscle_Skeletal,Adipose_Subcutaneous,Adipose_Visceral_Omentum	6.93,-0.141,-0.141	0.30199	6.929646455628168	TRUE	Muscle_Skeletal
chr12	21805176	21805311	chr12	21805135	21805311	ABCC9	perfect	50	0.020777799999999992	0.08681441440292303	0	0.52855	0	0	1	Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle,Heart_AtrialAppendage	5.849,2.957,1.85	0.52855	5.848938836854072	TRUE	Muscle_Skeletal
chr12	45292918	45292934	chr12	45292676	45292955	ANO6	perfect	50	0.021558600000000004	0.0445188364173996	0	0.22949	0	0.02005	2	Heart_LeftVentricle,Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle,Heart_AtrialAppendage	4.671,3.672,2.431	0.22949	4.670638694382694	TRUE	Muscle_Skeletal
chr12	55686201	55686314	chr12	55686201	55686314	ITGA7	perfect	50	0.0038662000000000006	0.02636201510445184	0	0.1865	0	0	1	Muscle_Skeletal	Muscle_Skeletal,MinorSalivaryGland,Heart_AtrialAppendage	6.928,-0.015,-0.067	0.1865	6.927915004841873	TRUE	Muscle_Skeletal
chr12	55914288	55914366	chr12	55913745	55914366	PYM1	perfect	50	0.1834494	0.06595418940167982	0.06267	0.46968	0.17021999999999998	0.06163500000000002	1	Muscle_Skeletal	Muscle_Skeletal,Brain_Spinalcord_cervicalc_1,Heart_LeftVentricle	4.34,1.933,1.597	0.46968	4.339839555252116	TRUE	Muscle_Skeletal
chr12	55927109	55927228	chr12	55927075	55927267	PYM1	perfect	50	0.0520086	0.01858264913892549	0.01819	0.11237	0.047674999999999995	0.0174075	1	Muscle_Skeletal	Muscle_Skeletal,Brain_Spinalcord_cervicalc_1,Brain_CerebellarHemisphere	3.248,2.609,2.321	0.11237	3.248266678702964	TRUE	Muscle_Skeletal
chr12	57288856	57288910	chr12	57288856	57288910	R3HDM2	perfect	50	0.098124	0.06870637302228631	0	0.31488	0.08255	0.0753125	1	Muscle_Skeletal	Muscle_Skeletal,WholeBlood,Brain_Amygdala	3.155,2.915,1.791	0.31488	3.1548165106851265	TRUE	Muscle_Skeletal
chr12	57802554	57802585	chr12	57802554	57802774	TSFM	perfect	50	0.0380164	0.034495696789303906	0	0.17291	0.031195	0.033877500000000005	2	Muscle_Skeletal,Testis	Testis,Muscle_Skeletal,Heart_AtrialAppendage	3.91,3.772,1.539	0.16813	3.7718791649497674	TRUE	Muscle_Skeletal
chr12	79810394	79810511	chr12	79810394	79810511	PPP1R12A	perfect	50	0.0037146000000000015	0.017882933742104225	0	0.11881	0	0	1	Muscle_Skeletal	Muscle_Skeletal,Heart_AtrialAppendage,Heart_LeftVentricle	6.436,1.753,1.574	0.11881	6.436046884690694	TRUE	Muscle_Skeletal
chr12	110499534	110499546	chr12	110498795	110499546	VPS29	perfect	50	0.2879078	0.0833680085044617	0.15401	0.5776	0.28254999999999997	0.11450749999999998	1	Muscle_Skeletal	Muscle_Skeletal,Brain_Amygdala,Brain_Putamen_basalganglia	3.475,1.704,1.472	0.5776	3.4748605034087654	TRUE	Muscle_Skeletal
chr12	112931877	112931919	chr12	112931877	112933219	OAS1	perfect	50	0.0402124	0.03591599442235921	0	0.27273	0.035775	0.017635	1	Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle,Artery_Tibial	6.474,0.801,0.453	0.27273	6.473929059729668	TRUE	Muscle_Skeletal
chr12	117255935	117256037	chr12	117255935	117256037	NOS1	perfect	50	0.0063954000000000025	0.045222307084004446	0	0.31977	0	0	1	Muscle_Skeletal	Muscle_Skeletal,Adipose_Subcutaneous,Adipose_Visceral_Omentum	6.93,-0.141,-0.141	0.31977	6.929646455628168	TRUE	Muscle_Skeletal
chr12	123587610	123587631	chr12	123587610	123587631	TMED2	perfect	50	0.018475800000000007	0.07777140249002394	0	0.4476	0	0	2	Heart_LeftVentricle,Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle,Heart_AtrialAppendage	5.518,3.008,2.62	0.4476	5.51776342280886	TRUE	Muscle_Skeletal
chr12	123639956	123640001	chr12	123639956	123640001	GTF2H3	perfect	50	0.002094000000000001	0.014806815998046305	0	0.1047	0	0	1	Muscle_Skeletal	Muscle_Skeletal,Adipose_Subcutaneous,Adipose_Visceral_Omentum	6.93,-0.141,-0.141	0.1047	6.929646455628166	TRUE	Muscle_Skeletal
chr12	128864144	128864179	chr12	128864135	128864179	GLT1D1	perfect	50	0.015516600000000002	0.06007350513176607	0	0.38023	0	0	1	Muscle_Skeletal	Muscle_Skeletal,Artery_Aorta,Uterus	6.071,2.254,2.085	0.38023	6.071119026599705	TRUE	Muscle_Skeletal
chr12	128906906	128906954	chr12	128906906	128906954	GLT1D1	perfect	50	0.015516600000000002	0.06007350513176607	0	0.38023	0	0	1	Muscle_Skeletal	Muscle_Skeletal,Artery_Aorta,Uterus	6.071,2.254,2.085	0.38023	6.071119026599705	TRUE	Muscle_Skeletal
chr13	23346810	23346837	chr13	23346810	23346837	SACS	perfect	50	0.0024264000000000004	0.016230829415350416	0	0.11481	0	0	1	Muscle_Skeletal	Muscle_Skeletal,Brain_FrontalCortex_BA9,Brain_Caudate_basalganglia	6.924,0.078,0.024	0.11481	6.924082381995368	TRUE	Muscle_Skeletal
chr13	32404202	32404271	chr13	32404202	32404271	N4BP2L1	perfect	50	0.1322616	0.03264745177792344	0.08211	0.25822	0.12504500000000002	0.03896749999999999	1	Muscle_Skeletal	Muscle_Skeletal,Brain_Amygdala,Brain_Putamen_basalganglia	3.858,1.854,1.557	0.25822	3.8581387869657386	TRUE	Muscle_Skeletal
chr13	32436384	32436405	chr13	32435742	32436405	N4BP2L2	perfect	50	0.108534	0.07719297792426669	0.02972	0.35921	0.07603499999999999	0.0826125	1	Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle,Brain_Cortex	3.247,2.403,1.99	0.35921	3.2473938270128127	TRUE	Muscle_Skeletal
chr13	32438651	32438737	chr13	32438651	32438737	N4BP2L2	perfect	50	0.108534	0.07719297792426669	0.02972	0.35921	0.07603499999999999	0.0826125	1	Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle,Brain_Cortex	3.247,2.403,1.99	0.35921	3.2473938270128127	TRUE	Muscle_Skeletal
chr13	32442387	32442548	chr13	32442387	32444126	N4BP2L2	perfect	50	0.108534	0.07719297792426669	0.02972	0.35921	0.07603499999999999	0.0826125	1	Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle,Brain_Cortex	3.247,2.403,1.99	0.35921	3.2473938270128127	TRUE	Muscle_Skeletal
chr13	32442548	32443065	chr13	32442387	32444126	N4BP2L2	perfect	50	0.1084918	0.0770535920758787	0.02972	0.3571	0.07603499999999999	0.0826125	1	Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle,Brain_Cortex	3.226,2.408,1.994	0.3571	3.2264323220023603	TRUE	Muscle_Skeletal
chr13	32443065	32443696	chr13	32442387	32444126	N4BP2L2	perfect	50	0.10901519999999999	0.07884483227510726	0.02972	0.38327	0.07603499999999999	0.0826125	1	Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle,Brain_Cortex	3.478,2.347,1.942	0.38327	3.4784118639895594	TRUE	Muscle_Skeletal
chr13	32443696	32444126	chr13	32442387	32444126	N4BP2L2	perfect	50	0.1111546	0.08507429248411924	0.02972	0.46149	0.07603499999999999	0.0826125	1	Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle,Brain_Cortex	4.118,2.15,1.775	0.46149	4.117993694339531	TRUE	Muscle_Skeletal
chr13	33966086	33966122	chr13	33966086	33966558	RFC3	perfect	50	0.11898020000000001	0.044832935619761885	0.05464	0.27972	0.115325	0.050025000000000014	2	Muscle_Skeletal,Testis	Muscle_Skeletal,Testis,Heart_AtrialAppendage	3.585,3.056,1.649	0.27972	3.5853061544590803	TRUE	Muscle_Skeletal
chr13	49110399	49110406	chr13	49110312	49110406	FNDC3A	perfect	50	0.2223626	0.11621490727395466	0.0368	0.58424	0.23106500000000002	0.16367500000000001	1	Muscle_Skeletal	Muscle_Skeletal,Bladder,Skin_SunExposed_Lowerleg	3.114,1.819,1.803	0.58424	3.1138638621200507	TRUE	Muscle_Skeletal
