chrom	start	end	exon_chr	exon_start	exon_end	exon_gene	overlap_type	n_tissues	mean_pext	sd_pext	min_pext	max_pext	median_pext	iqr_pext	n_flagged	flagged_tissues	top3_tissues_by_z	top3_z	pext_tissue	tissue_z	tissue_flagged	tissues_matched
chr1	65992906	65993142	chr1	65992421	65993142	PDE4B	perfect	50	0.05586560000000001	0.09341898561921146	0	0.41059	0	0.0908125	1	Brain_Spinalcord_cervicalc_1	Brain_Spinalcord_cervicalc_1,Brain_Hippocampus,Brain_Substantianigra	3.797,2.055,1.794	0.41059	3.797133929990474	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr1	84164412	84164422	chr1	84164302	84164422	PRKACB	perfect	50	0.3130348	0.1165059299049641	0	0.70473	0.319685	0.08553000000000005	1	Brain_CerebellarHemisphere	Brain_CerebellarHemisphere,Brain_Cerebellum,Pituitary	3.362,2.68,1.978	0.70473	3.3620194295647656	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr1	84173328	84173352	chr1	84173328	84173352	PRKACB	perfect	50	0.08863159999999999	0.11504492571200883	0.00511	0.43963	0.025140000000000003	0.1020225	1	Brain_CerebellarHemisphere	Brain_CerebellarHemisphere,Brain_FrontalCortex_BA9,Brain_Anteriorcingulatecortex_BA24	3.051,2.261,1.983	0.43963	3.050968113784105	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr1	84175032	84175056	chr1	84175032	84175056	PRKACB	perfect	50	0.08901680000000001	0.11585706268167031	0.00511	0.44737	0.025140000000000003	0.1028825	1	Brain_CerebellarHemisphere	Brain_CerebellarHemisphere,Brain_FrontalCortex_BA9,Brain_Cerebellum	3.093,2.25,1.996	0.44737	3.0930630529155896	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr1	86368635	86368722	chr1	86368635	86368722	ODF2L	perfect	50	0.1251082	0.0304378457154234	0.07261	0.21755	0.12401	0.044170000000000015	1	Brain_CerebellarHemisphere	Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Caudate_basalganglia	3.037,1.97,1.433	0.21755	3.037067763082789	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr1	101846844	101846973	chr1	101846844	101846973	OLFM3	perfect	50	0.032580399999999995	0.05837797494792367	0	0.2475	0	0.05326	1	Brain_Hypothalamus	Brain_Hypothalamus,Esophagus_GastroesophagealJunction,Brain_FrontalCortex_BA9	3.682,2.868,1.955	0.2475	3.681518589703051	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr1	109665010	109665028	chr1	109665010	109665496	GSTM4	perfect	50	0.2244092	0.05546783185572976	0.12893	0.39327	0.22956	0.06961250000000002	1	Brain_Cerebellum	Brain_Cerebellum,Brain_CerebellarHemisphere,Ovary	3.044,2.992,1.267	0.39327	3.044301432931471	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr1	147631055	147631065	chr1	147629651	147631065	ACP6	perfect	50	0.1623836	0.08835818853198081	0.08087	0.44946	0.126635	0.10052499999999999	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Hypothalamus	3.249,3.173,1.51	0.44946	3.24900730503426	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr1	154158971	154159048	chr1	154155307	154159048	TPM3	perfect	50	0.078627	0.12856195376596624	0	0.53072	0.01772	0.06162000000000001	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_FrontalCortex_BA9	3.517,3.033,2.271	0.53072	3.516538032884819	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr1	156601408	156601439	chr1	156600104	156602575	GPATCH4,NAXE	perfect	50	0.019672199999999997	0.022566831655763987	0	0.11192	0.019584999999999998	0.031835	1	Brain_CerebellarHemisphere	Brain_CerebellarHemisphere,Brain_Cerebellum,Cells_Culturedfibroblasts	4.088,1.841,1.541	0.11192	4.087760364731493	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr1	183742157	183742289	chr1	183742125	183742289	RGL1	perfect	50	0.0706454	0.0875112296749651	0	0.48886	0.04153	0.0556075	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum,Testis	4.779,3.035,1.589	0.48886	4.778982098107134	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr1	197918315	197918360	chr1	197918315	197918766	LHX9	perfect	50	0.012877000000000001	0.049268284050343274	0	0.27778	0	0	2	Brain_Amygdala,Brain_Hypothalamus	Brain_Amygdala,Brain_Hypothalamus,Ovary	5.377,3.429,1.696	0.27778	5.376745001496643	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr1	204962107	204962158	chr1	204962107	204962158	NFASC	perfect	50	0.024718400000000005	0.04127127035325454	0	0.1497	0.00108	0.038114999999999996	1	Brain_Spinalcord_cervicalc_1	Brain_Spinalcord_cervicalc_1,Brain_Caudate_basalganglia,Brain_Amygdala	3.028,2.302,2.175	0.1497	3.0282954445123904	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr1	204984026	204984142	chr1	204984026	204984329	NFASC	perfect	50	0.0179918	0.03245881614713437	0	0.11854	0	0.014045	1	Brain_Spinalcord_cervicalc_1	Brain_Spinalcord_cervicalc_1,Brain_Caudate_basalganglia,Brain_Putamen_basalganglia	3.098,2.614,2.405	0.11854	3.0977161811515086	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr1	204985909	204986114	chr1	204985909	204986114	NFASC	perfect	50	0.0179918	0.03245881614713437	0	0.11854	0	0.014045	1	Brain_Spinalcord_cervicalc_1	Brain_Spinalcord_cervicalc_1,Brain_Caudate_basalganglia,Brain_Putamen_basalganglia	3.098,2.614,2.405	0.11854	3.0977161811515086	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr1	210861000	210861143	chr1	210858124	210862285	IPO8P1,KCNH1	perfect	50	0.06589999999999999	0.23233001246906826	0	1	0	0	3	Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_FrontalCortex_BA9	Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_FrontalCortex_BA9	4.021,3.676,3.483	1	4.02057396749102	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr1	220808858	220808889	chr1	220808858	220808976	MTARC1	perfect	50	0.013605999999999997	0.02792563148574354	0	0.10552	0	0.0018050000000000002	3	Brain_Caudate_basalganglia,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia	Brain_Putamen_basalganglia,Brain_Caudate_basalganglia,Brain_Nucleusaccumbens_basalganglia	3.291,3.128,3.094	0.10552	3.2913848357170905	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr1	226917526	226917660	chr1	226917526	226918055	ENSG00000288674,PSEN2	perfect	50	0.048819	0.02168381360482929	0.01849	0.14329	0.0463	0.013434999999999996	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum,Nerve_Tibial	4.357,4.296,1.145	0.14329	4.356752078839119	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr1	231462437	231462467	chr1	231462437	231462674	ENSG00000287856	perfect	50	0.09154420000000002	0.2794280092901881	0	1	0	0	3	Brain_FrontalCortex_BA9,Brain_Spinalcord_cervicalc_1,Testis	Brain_FrontalCortex_BA9,Brain_Spinalcord_cervicalc_1,Testis	3.251,3.251,3.251	1	3.2511264790802055	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr1	240180168	240180180	chr1	240180168	240180180	FMN2	perfect	50	0.0123234	0.028574280401245124	0	0.13876	0	0.007245	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_FrontalCortex_BA9	4.425,3.537,1.83	0.13876	4.4248393388933955	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr1	243612989	243613034	chr1	243610505	243613034	AKT3	perfect	50	0.0448224	0.021115260712072103	0.01232	0.13161	0.043415	0.0183025	1	Brain_Spinalcord_cervicalc_1	Brain_Spinalcord_cervicalc_1,Brain_Substantianigra,Brain_Putamen_basalganglia	4.11,2.904,1.475	0.13161	4.110183681055922	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr10	18261269	18261317	chr10	18260399	18261504	CACNB2,CACNB2-AS2	perfect	50	0.015460000000000002	0.030179297877985206	0	0.12607	0	0.0154625	1	Brain_FrontalCortex_BA9	Brain_FrontalCortex_BA9,Brain_Cortex,Brain_Putamen_basalganglia	3.665,2.905,2.432	0.12607	3.6650952068930107	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr10	49708360	49708614	chr10	49708360	49710261	C10orf53	perfect	50	0.005466	0.02727197380282623	0	0.15385	0	0	2	Brain_Hypothalamus,Testis	Brain_Hypothalamus,Testis,Adipose_Subcutaneous	5.441,4.18,-0.2	0.15385	5.440896983577432	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr10	68070495	68070599	chr10	68067688	68070599	HERC4	perfect	50	0.1028394	0.04060797777304759	0.03554	0.26784	0.09626499999999999	0.030405000000000015	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum,WholeBlood	4.063,3.031,2.228	0.26784	4.063255770138708	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr10	68135458	68135512	chr10	68135458	68135512	MYPN	perfect	50	0.030677199999999995	0.145565164929593	0	1	0	0	1	Brain_Hippocampus	Brain_Hippocampus,Testis,Heart_LeftVentricle	6.659,1.417,0.697	1	6.6590299984810395	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr10	69953947	69954025	chr10	69953947	69954025	COL13A1	perfect	50	0.010728399999999999	0.039557434573551625	0	0.20272	0	0	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum,Artery_Tibial	4.853,4.678,0.533	0.20272	4.85348966811834	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr10	76319209	76319212	chr10	76318333	76319212	LRMDA	perfect	50	0.016173799999999995	0.06339497233944004	0	0.35345	9.15e-4	0.003565	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_Cerebellum,Brain_CerebellarHemisphere,Artery_Tibial	5.32,4.236,0.556	0.35345	5.3202357782270004	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr10	76877868	76877890	chr10	76869600	76877893	KCNMA1	perfect	50	0.0840732	0.12931380338020015	0	0.48019	0.022144999999999998	0.0694025	1	Brain_FrontalCortex_BA9	Brain_FrontalCortex_BA9,Brain_Cortex,Brain_Anteriorcingulatecortex_BA24	3.063,2.496,2.249	0.48019	3.0632213239862938	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
