chrom	start	end	exon_chr	exon_start	exon_end	exon_gene	overlap_type	n_tissues	mean_pext	sd_pext	min_pext	max_pext	median_pext	iqr_pext	n_flagged.x	flagged_tissues.x	top3_tissues_by_z.x	top3_z.x	n_flagged.y	flagged_tissues.y	top3_tissues_by_z.y	top3_z.y	oe_lof_upper
chr1	155180434	155180499	chr1	155180434	155180621	TRIM46	perfect	50	0.024864800000000003	0.04115322266449457	0	0.22646	0.00792	0.034025	1	Testis	Testis,Cells_EBV_transformedlymphocytes,Adipose_Visceral_Omentum	4.899,2.199,1.999	1	Testis	Testis	4.899	0.228
chr1	155983106	155983200	chr1	155983106	155983200	ARHGEF2	perfect	50	0.059448	0.05659696483532865	0.00346	0.2986	0.046924999999999994	0.039137500000000006	1	Testis	Testis,Colon_Transverse,Nerve_Tibial	4.226,2.225,2.181	1	Testis	Testis	4.226	0.156
chr1	155984393	155984433	chr1	155984393	155984433	ARHGEF2	perfect	50	0.059448	0.05659696483532865	0.00346	0.2986	0.046924999999999994	0.039137500000000006	1	Testis	Testis,Colon_Transverse,Nerve_Tibial	4.226,2.225,2.181	1	Testis	Testis	4.226	0.156
chr1	155985331	155985374	chr1	155985331	155985449	ARHGEF2	perfect	50	0.059448	0.05659696483532865	0.00346	0.2986	0.046924999999999994	0.039137500000000006	1	Testis	Testis,Colon_Transverse,Nerve_Tibial	4.226,2.225,2.181	1	Testis	Testis	4.226	0.156
chr1	155985374	155985395	chr1	155985331	155985449	ARHGEF2	perfect	50	0.0596102	0.05696832788130468	0.00346	0.2986	0.046924999999999994	0.039137500000000006	1	Testis	Testis,Nerve_Tibial,Colon_Transverse	4.195,2.306,2.208	1	Testis	Testis	4.195	0.156
chr1	155985395	155985449	chr1	155985331	155985449	ARHGEF2	perfect	50	0.010136199999999998	0.032976777660304275	0	0.22558	0	0.0066925000000000005	1	Testis	Testis,Nerve_Tibial,Colon_Transverse	6.533,1.112,0.828	1	Testis	Testis	6.533	0.156
chr1	155989233	155989351	chr1	155989233	155989499	ARHGEF2	perfect	50	0.010136199999999998	0.032976777660304275	0	0.22558	0	0.0066925000000000005	1	Testis	Testis,Nerve_Tibial,Colon_Transverse	6.533,1.112,0.828	1	Testis	Testis	6.533	0.156
chr1	155990840	155990962	chr1	155990840	155991212	ARHGEF2	perfect	50	0.009973999999999997	0.03281219621433718	0	0.22558	0	0.0066925000000000005	1	Testis	Testis,Nerve_Tibial,Colon_Transverse	6.571,0.876,0.837	1	Testis	Testis	6.571	0.156
chr1	176857613	176857650	chr1	176857301	176857650	ASTN1	perfect	50	0.007034599999999999	0.018892231338271705	0	0.12791	0	0.010445	1	Testis	Testis,AdrenalGland,Spleen	6.398,1.308,0.951	1	Testis	Testis	6.398	0.212
chr1	180073818	180073908	chr1	180073785	180073908	CEP350	perfect	50	0.012110000000000001	0.030994402391267946	0	0.15662	0	0	2	Cells_EBV_transformedlymphocytes,Muscle_Skeletal	Muscle_Skeletal,Cells_EBV_transformedlymphocytes,Cells_Culturedfibroblasts	4.662,3.329,1.917	2	Cells_EBV_transformedlymphocytes,Muscle_Skeletal	Muscle_Skeletal,Cells_EBV_transformedlymphocytes	4.662,3.329	0.184
chr1	181413146	181413580	chr1	181413132	181413580	CACNA1E	perfect	50	0.008896200000000002	0.04289455766297211	0	0.29268	0	0	1	Kidney_Cortex	Kidney_Cortex,Testis,Brain_Hippocampus	6.616,1.82,0.173	1	Kidney_Cortex	Kidney_Cortex	6.616	0.124
chr1	183304669	183304739	chr1	183304669	183304874	NMNAT2	perfect	50	0.007647199999999999	0.04783501966431826	0	0.336	0	0	1	Thyroid	Thyroid,Adipose_Visceral_Omentum,Adipose_Subcutaneous	6.864,0.809,-0.16	1	Thyroid	Thyroid	6.864	0.265
chr1	183502275	183502391	chr1	183502252	183502391	SMG7	perfect	50	0.0391206	0.015629525357411182	0.0076	0.10947	0.0382	0.012065000000000003	1	Testis	Testis,Brain_CerebellarHemisphere,Brain_Cerebellum	4.501,1.886,1.676	1	Testis	Testis	4.501	0.219
chr1	183742157	183742289	chr1	183742125	183742289	RGL1	perfect	50	0.0706454	0.0875112296749651	0	0.48886	0.04153	0.0556075	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum,Testis	4.779,3.035,1.589	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum	4.779,3.035	0.32
chr1	197918315	197918360	chr1	197918315	197918766	LHX9	perfect	50	0.012877000000000001	0.049268284050343274	0	0.27778	0	0	2	Brain_Amygdala,Brain_Hypothalamus	Brain_Amygdala,Brain_Hypothalamus,Ovary	5.377,3.429,1.696	2	Brain_Amygdala,Brain_Hypothalamus	Brain_Amygdala,Brain_Hypothalamus	5.377,3.429	0.288
chr1	204962107	204962158	chr1	204962107	204962158	NFASC	perfect	50	0.024718400000000005	0.04127127035325454	0	0.1497	0.00108	0.038114999999999996	1	Brain_Spinalcord_cervicalc_1	Brain_Spinalcord_cervicalc_1,Brain_Caudate_basalganglia,Brain_Amygdala	3.028,2.302,2.175	1	Brain_Spinalcord_cervicalc_1	Brain_Spinalcord_cervicalc_1	3.028	0.215
chr1	204984026	204984142	chr1	204984026	204984329	NFASC	perfect	50	0.0179918	0.03245881614713437	0	0.11854	0	0.014045	1	Brain_Spinalcord_cervicalc_1	Brain_Spinalcord_cervicalc_1,Brain_Caudate_basalganglia,Brain_Putamen_basalganglia	3.098,2.614,2.405	1	Brain_Spinalcord_cervicalc_1	Brain_Spinalcord_cervicalc_1	3.098	0.215
chr1	204985909	204986114	chr1	204985909	204986114	NFASC	perfect	50	0.0179918	0.03245881614713437	0	0.11854	0	0.014045	1	Brain_Spinalcord_cervicalc_1	Brain_Spinalcord_cervicalc_1,Brain_Caudate_basalganglia,Brain_Putamen_basalganglia	3.098,2.614,2.405	1	Brain_Spinalcord_cervicalc_1	Brain_Spinalcord_cervicalc_1	3.098	0.215
chr1	225504990	225505053	chr1	225504990	225505053	ENAH	perfect	50	0.006124200000000002	0.025630226184037045	0	0.13179	0	0	2	Muscle_Skeletal,Pancreas	Muscle_Skeletal,Pancreas,MinorSalivaryGland	4.903,4.226,2.101	2	Muscle_Skeletal,Pancreas	Muscle_Skeletal,Pancreas	4.903,4.226	0.173
chr1	225531045	225531057	chr1	225531045	225531057	ENAH	perfect	50	0.091834	0.038355995673188203	0	0.26433	0.08493	0.025224999999999997	1	Testis	Testis,Brain_Cerebellum,Brain_CerebellarHemisphere	4.497,2.05,1.732	1	Testis	Testis	4.497	0.173
chr1	227059372	227059389	chr1	227059212	227059411	CDC42BPA	perfect	50	0.0853264	0.028035030256259537	0	0.18424	0.082535	0.017424999999999982	1	Muscle_Skeletal	Muscle_Skeletal,Cells_EBV_transformedlymphocytes,Cells_Culturedfibroblasts	3.528,2.901,1.772	1	Muscle_Skeletal	Muscle_Skeletal	3.528	0.283
chr1	227059389	227059411	chr1	227059212	227059411	CDC42BPA	perfect	50	0.0852742	0.027998268903484672	0	0.18424	0.082535	0.017424999999999982	1	Muscle_Skeletal	Muscle_Skeletal,Cells_EBV_transformedlymphocytes,Cells_Culturedfibroblasts	3.535,2.907,1.776	1	Muscle_Skeletal	Muscle_Skeletal	3.535	0.283
chr1	232462192	232462234	chr1	232462192	232462417	SIPA1L2	perfect	50	0.0963136	0.08296468926191752	0	0.5	0.093245	0.04933999999999998	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes,WholeBlood,Testis	4.866,2.865,1.753	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes	4.866	0.287
chr1	237743599	237743623	chr1	237743599	237743623	RYR2	perfect	50	0.1259268	0.07971322022943834	0	0.5	0.14181	0.09405749999999999	1	WholeBlood	WholeBlood,Artery_Tibial,Adipose_Subcutaneous	4.693,0.852,0.813	1	WholeBlood	WholeBlood	4.693	0.25
chr1	237769586	237769619	chr1	237769586	237769619	RYR2	perfect	50	0.12592319999999999	0.0797161063908822	0	0.5	0.14181	0.09408	1	WholeBlood	WholeBlood,Artery_Tibial,Adipose_Subcutaneous	4.693,0.852,0.813	1	WholeBlood	WholeBlood	4.693	0.25
chr1	240180168	240180180	chr1	240180168	240180180	FMN2	perfect	50	0.0123234	0.028574280401245124	0	0.13876	0	0.007245	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_FrontalCortex_BA9	4.425,3.537,1.83	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum	4.425,3.537	0.274
chr1	240245562	240245565	chr1	240245259	240245565	FMN2	perfect	50	0.0022836000000000015	0.01614749045517599	0	0.11418	0	0	1	Cells_Culturedfibroblasts	Cells_Culturedfibroblasts,Adipose_Subcutaneous,Adipose_Visceral_Omentum	6.93,-0.141,-0.141	1	Cells_Culturedfibroblasts	Cells_Culturedfibroblasts	6.93	0.274
chr1	243612989	243613034	chr1	243610505	243613034	AKT3	perfect	50	0.0448224	0.021115260712072103	0.01232	0.13161	0.043415	0.0183025	1	Brain_Spinalcord_cervicalc_1	Brain_Spinalcord_cervicalc_1,Brain_Substantianigra,Brain_Putamen_basalganglia	4.11,2.904,1.475	1	Brain_Spinalcord_cervicalc_1	Brain_Spinalcord_cervicalc_1	4.11	0.178
chr1	246931128	246931226	chr1	246931128	246931424	AHCTF1	perfect	50	0.008502000000000001	0.021058938865062715	0	0.13903	0	0.013995	1	Testis	Testis,Muscle_Skeletal,Cells_EBV_transformedlymphocytes	6.198,1.217,0.929	1	Testis	Testis	6.198	0.129
chr10	311536	311566	chr10	311536	311566	DIP2C	perfect	50	0.0237682	0.020006693338143876	0	0.1283	0.02044	0.013697499999999998	1	Muscle_Skeletal	Muscle_Skeletal,Cells_Culturedfibroblasts,Artery_Tibial	5.225,2.956,1.449	1	Muscle_Skeletal	Muscle_Skeletal	5.225	0.149
chr10	324896	325019	chr10	324638	325019	DIP2C	perfect	50	0.010780799999999998	0.02033969737097524	0	0.13871	0.00664	0.0164475	1	Testis	Testis,Cells_Culturedfibroblasts,Vagina	6.29,0.839,0.719	1	Testis	Testis	6.29	0.149
chr10	484780	484948	chr10	484780	484948	DIP2C	perfect	50	0.0237682	0.020006693338143876	0	0.1283	0.02044	0.013697499999999998	1	Muscle_Skeletal	Muscle_Skeletal,Cells_Culturedfibroblasts,Artery_Tibial	5.225,2.956,1.449	1	Muscle_Skeletal	Muscle_Skeletal	5.225	0.149
chr10	870012	873144	chr10	870008	873205	LARP4B	perfect	50	0.009982200000000002	0.03668967904087536	0	0.18508	0.00116	8.274999999999999e-4	2	Heart_LeftVentricle,Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle,Heart_AtrialAppendage	4.772,4.469,1.889	2	Heart_LeftVentricle,Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle	4.772,4.469	0.158
chr10	21556642	21556677	chr10	21556642	21557182	MLLT10	perfect	50	0.194739	0.13892344734215523	0.0356	0.66667	0.16183999999999998	0.16952250000000002	1	WholeBlood	WholeBlood,Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24	3.397,1.883,1.84	1	WholeBlood	WholeBlood	3.397	0.182
chr10	21556677	21556939	chr10	21556642	21557182	MLLT10	perfect	50	0.1936462	0.13891196984744678	0.0356	0.66667	0.16183999999999998	0.17063250000000002	1	WholeBlood	WholeBlood,Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24	3.405,1.891,1.848	1	WholeBlood	WholeBlood	3.405	0.182
chr10	32345532	32345562	chr10	32345111	32345623	EPC1	perfect	50	0.046647	0.049103910823510434	0.01246	0.34417	0.03797	0.0217	1	Testis	Testis,Muscle_Skeletal,Cells_EBV_transformedlymphocytes	6.059,2.454,0.907	1	Testis	Testis	6.059	0.125
chr10	32345605	32345623	chr10	32345111	32345623	EPC1	perfect	50	0.0512812	0.03403652585691089	0.01185	0.23956	0.046064999999999995	0.024969999999999992	1	Testis	Testis,Muscle_Skeletal,Skin_NotSunExposed_Suprapubic	5.532,2.186,1.125	1	Testis	Testis	5.532	0.125
chr10	33194715	33194780	chr10	33194366	33194780	NRP1	perfect	50	0.079442	0.04791608651526934	0	0.28329	0.07283999999999999	0.04248249999999999	1	Heart_LeftVentricle	Heart_LeftVentricle,Heart_AtrialAppendage,Brain_Hippocampus	4.254,2.352,1.222	1	Heart_LeftVentricle	Heart_LeftVentricle	4.254	0.3
chr10	34312354	34312382	chr10	34312255	34312382	PARD3	perfect	50	0.190828	0.1060865399336883	0.05678	0.54545	0.19405	0.156725	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes,Cells_Culturedfibroblasts,Esophagus_Mucosa	3.343,2.607,1.826	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes	3.343	0.306
chr10	35074191	35074226	chr10	35074078	35074330	CUL2	perfect	50	0.004971999999999997	0.035157349160595146	0	0.2486	0	0	1	Testis	Testis,Adipose_Subcutaneous,Adipose_Visceral_Omentum	6.93,-0.141,-0.141	1	Testis	Testis	6.93	0.093
chr10	43202657	43202682	chr10	43202657	43202682	RASGEF1A	perfect	50	0.025981200000000003	0.05554345706760076	0	0.24696	0	0.0249975	2	Cells_EBV_transformedlymphocytes,Testis	Testis,Cells_EBV_transformedlymphocytes,WholeBlood	3.978,3.055,2.564	2	Cells_EBV_transformedlymphocytes,Testis	Testis,Cells_EBV_transformedlymphocytes	3.978,3.055	0.316
chr10	52128455	52128541	chr10	52128345	52128541	PRKG1	perfect	50	0.4741204	0.1684838086565845	0.11086	1	0.459665	0.19140249999999998	2	Cells_EBV_transformedlymphocytes,WholeBlood	Cells_EBV_transformedlymphocytes,WholeBlood,Brain_Nucleusaccumbens_basalganglia	3.121,3.121,1.191	2	Cells_EBV_transformedlymphocytes,WholeBlood	Cells_EBV_transformedlymphocytes,WholeBlood	3.121,3.121	0.235
chr10	60051474	60051561	chr10	60051474	60051604	ANK3	perfect	50	0.0115244	0.046729198980805936	0	0.32236	0.0013700000000000001	0.0048825000000000006	1	Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle,Heart_AtrialAppendage	6.652,1.379,0.935	1	Muscle_Skeletal	Muscle_Skeletal	6.652	0.089
chr10	60053676	60053727	chr10	60053676	60053727	ANK3	perfect	50	0.0091966	0.037942668438106474	0	0.26619	0	0.005795	1	Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle,Heart_AtrialAppendage	6.773,0.942,0.652	1	Muscle_Skeletal	Muscle_Skeletal	6.773	0.089
chr10	68039416	68039472	chr10	68039398	68039967	HERC4	perfect	50	0.024798999999999998	0.017787846601955332	0	0.12053	0.02052	0.008899999999999998	1	Testis	Testis,Liver,Brain_Amygdala	5.382,1.696,1.652	1	Testis	Testis	5.382	0.246
chr10	68070495	68070599	chr10	68067688	68070599	HERC4	perfect	50	0.1028394	0.04060797777304759	0.03554	0.26784	0.09626499999999999	0.030405000000000015	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum,WholeBlood	4.063,3.031,2.228	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum	4.063,3.031	0.246
chr10	70447923	70447951	chr10	70447923	70447951	NODAL	perfect	50	0.0430716	0.10023512444696202	0	0.5368	0	0	1	Testis	Testis,Brain_Caudate_basalganglia,Brain_FrontalCortex_BA9	4.926,1.965,1.965	1	Testis	Testis	4.926	0.31
chr10	73448663	73448690	chr10	73448663	73448690	PPP3CB	perfect	50	0.0042774	0.017253787730849835	0	0.10818	0	0	1	Muscle_Skeletal	Muscle_Skeletal,Brain_CerebellarHemisphere,Brain_Cerebellum	6.022,2.801,1.436	1	Muscle_Skeletal	Muscle_Skeletal	6.022	0.098
chr10	76877868	76877890	chr10	76869600	76877893	KCNMA1	perfect	50	0.0840732	0.12931380338020015	0	0.48019	0.022144999999999998	0.0694025	1	Brain_FrontalCortex_BA9	Brain_FrontalCortex_BA9,Brain_Cortex,Brain_Anteriorcingulatecortex_BA24	3.063,2.496,2.249	1	Brain_FrontalCortex_BA9	Brain_FrontalCortex_BA9	3.063	0.276
chr10	76877890	76877893	chr10	76869600	76877893	KCNMA1	perfect	50	0.0840594	0.12927069785578804	0	0.4795	0.022144999999999998	0.0694025	1	Brain_FrontalCortex_BA9	Brain_FrontalCortex_BA9,Brain_Cortex,Brain_Anteriorcingulatecortex_BA24	3.059,2.497,2.25	1	Brain_FrontalCortex_BA9	Brain_FrontalCortex_BA9	3.059	0.276
chr10	96632887	96633059	chr10	96632887	96633241	PIK3AP1	perfect	50	0.004055999999999997	0.028680251044926365	0	0.2028	0	0	1	Testis	Testis,Adipose_Subcutaneous,Adipose_Visceral_Omentum	6.93,-0.141,-0.141	1	Testis	Testis	6.93	0.122
chr10	102619065	102619068	chr10	102619065	102619462	SUFU	perfect	50	0.036608800000000004	0.04596857474228166	0.01194	0.31588	0.024960000000000003	0.023950000000000003	1	Testis	Testis,Cells_EBV_transformedlymphocytes,Heart_AtrialAppendage	6.075,2.383,0.903	1	Testis	Testis	6.075	0.111
chr10	102927344	102927379	chr10	102927344	102927618	CNNM2	perfect	50	0.06565180000000001	0.08173553499162618	0	0.43913	0.03234	0.084655	1	Testis	Testis,Cells_EBV_transformedlymphocytes,WholeBlood	4.569,2.148,2.02	1	Testis	Testis	4.569	0.267
chr10	116833293	116833373	chr10	116828763	116835022	HSPA12A	perfect	50	0.028302600000000004	0.05419257998799377	0	0.32795	0.00933	0.035605	1	Testis	Testis,Cells_EBV_transformedlymphocytes,Heart_LeftVentricle	5.529,2.815,1.052	1	Testis	Testis	5.529	0.302
